1,in_use,,,Opcode,prependage,appendage,Specific,variant,comments,,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,,31:30:29:28:27:26:25:24:23:22:21:20:19:18:17:16:15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,,Binary,,NAME,//		Opcode                                                          	BINARY    	OPCODE    	comments,//		BINARY    	Opcode    	Opcode	comments
868,//,,,FRINTM,,vector,vector,,,,0,Q,0,0,1,1,1,0,0,-,1,0,0,0,0,1,1,0,0,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0E219800,,"frintmvector,                                           ","//		frintmvector,                                           	/* 0x0E219800	FRINTM    	 */","//		0x0E219800,	/* FRINTM    	frintmvector	 */"
869,//,,,FCVTNS,v,vector_Vector,vector,Vector,,,0,Q,0,0,1,1,1,0,0,-,1,0,0,0,0,1,1,0,1,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0E21A800,,"vfcvtnsvector_Vector,                                   ","//		vfcvtnsvector_Vector,                                   	/* 0x0E21A800	FCVTNS    	 */","//		0x0E21A800,	/* FCVTNS    	vfcvtnsvector_Vector	 */"
870,//,,,FCVTMS,v,vector_Vector,vector,Vector,,,0,Q,0,0,1,1,1,0,0,-,1,0,0,0,0,1,1,0,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0E21B800,,"vfcvtmsvector_Vector,                                   ","//		vfcvtmsvector_Vector,                                   	/* 0x0E21B800	FCVTMS    	 */","//		0x0E21B800,	/* FCVTMS    	vfcvtmsvector_Vector	 */"
871,//,,,FCVTAS,v,vector_Vector,vector,Vector,,,0,Q,0,0,1,1,1,0,0,-,1,0,0,0,0,1,1,1,0,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0E21C800,,"vfcvtasvector_Vector,                                   ","//		vfcvtasvector_Vector,                                   	/* 0x0E21C800	FCVTAS    	 */","//		0x0E21C800,	/* FCVTAS    	vfcvtasvector_Vector	 */"
872,//,,,SCVTF,v,vector_integer_Vector,vector_integer,Vector,,,0,Q,0,0,1,1,1,0,0,-,1,0,0,0,0,1,1,1,0,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0E21D800,,"vscvtfvector_integer_Vector,                            ","//		vscvtfvector_integer_Vector,                            	/* 0x0E21D800	SCVTF     	 */","//		0x0E21D800,	/* SCVTF     	vscvtfvector_integer_Vector	 */"
873,//,,,FCMGT,v,zero_Vector,zero,Vector,,,0,Q,0,0,1,1,1,0,1,-,1,0,0,0,0,0,1,1,0,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0EA0C800,,"vfcmgtzero_Vector,                                      ","//		vfcmgtzero_Vector,                                      	/* 0x0EA0C800	FCMGT     	 */","//		0x0EA0C800,	/* FCMGT     	vfcmgtzero_Vector	 */"
874,//,,,FCMEQ,v,zero_Vector,zero,Vector,,,0,Q,0,0,1,1,1,0,1,-,1,0,0,0,0,0,1,1,0,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0EA0D800,,"vfcmeqzero_Vector,                                      ","//		vfcmeqzero_Vector,                                      	/* 0x0EA0D800	FCMEQ     	 */","//		0x0EA0D800,	/* FCMEQ     	vfcmeqzero_Vector	 */"
875,//,,,FCMLT,v,zero_Vector,zero,Vector,,,0,Q,0,0,1,1,1,0,1,-,1,0,0,0,0,0,1,1,1,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0EA0E800,,"vfcmltzero_Vector,                                      ","//		vfcmltzero_Vector,                                      	/* 0x0EA0E800	FCMLT     	 */","//		0x0EA0E800,	/* FCMLT     	vfcmltzero_Vector	 */"
876,//,,,FABS,,vector,vector,,,,0,Q,0,0,1,1,1,0,1,-,1,0,0,0,0,0,1,1,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0EA0F800,,"fabsvector,                                             ","//		fabsvector,                                             	/* 0x0EA0F800	FABS      	 */","//		0x0EA0F800,	/* FABS      	fabsvector	 */"
877,//,,,FRINTP,,vector,vector,,,,0,Q,0,0,1,1,1,0,1,-,1,0,0,0,0,1,1,0,0,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0EA18800,,"frintpvector,                                           ","//		frintpvector,                                           	/* 0x0EA18800	FRINTP    	 */","//		0x0EA18800,	/* FRINTP    	frintpvector	 */"
878,//,,,FRINTZ,,vector,vector,,,,0,Q,0,0,1,1,1,0,1,-,1,0,0,0,0,1,1,0,0,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0EA19800,,"frintzvector,                                           ","//		frintzvector,                                           	/* 0x0EA19800	FRINTZ    	 */","//		0x0EA19800,	/* FRINTZ    	frintzvector	 */"
879,//,,,FCVTPS,v,vector_Vector,vector,Vector,,,0,Q,0,0,1,1,1,0,1,-,1,0,0,0,0,1,1,0,1,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0EA1A800,,"vfcvtpsvector_Vector,                                   ","//		vfcvtpsvector_Vector,                                   	/* 0x0EA1A800	FCVTPS    	 */","//		0x0EA1A800,	/* FCVTPS    	vfcvtpsvector_Vector	 */"
880,//,,,FCVTZS,v,vector_integer_Vector,vector_integer,Vector,,,0,Q,0,0,1,1,1,0,1,-,1,0,0,0,0,1,1,0,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0EA1B800,,"vfcvtzsvector_integer_Vector,                           ","//		vfcvtzsvector_integer_Vector,                           	/* 0x0EA1B800	FCVTZS    	 */","//		0x0EA1B800,	/* FCVTZS    	vfcvtzsvector_integer_Vector	 */"
881,//,,,URECPE,,,,,,,0,Q,0,0,1,1,1,0,1,-,1,0,0,0,0,1,1,1,0,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0EA1C800,,"urecpe,                                                 ","//		urecpe,                                                 	/* 0x0EA1C800	URECPE    	 */","//		0x0EA1C800,	/* URECPE    	urecpe	 */"
882,//,,,FRECPE,v,Vector,,Vector,,,0,Q,0,0,1,1,1,0,1,-,1,0,0,0,0,1,1,1,0,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0EA1D800,,"vfrecpeVector,                                          ","//		vfrecpeVector,                                          	/* 0x0EA1D800	FRECPE    	 */","//		0x0EA1D800,	/* FRECPE    	vfrecpeVector	 */"
883,//,,,REV32,,vector,vector,,,,0,Q,1,0,1,1,1,0,-,-,1,0,0,0,0,0,0,0,0,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E200800,,"rev32vector,                                            ","//		rev32vector,                                            	/* 0x2E200800	REV32     	 */","//		0x2E200800,	/* REV32     	rev32vector	 */"
884,//,,,UADDLP,,,,,,,0,Q,1,0,1,1,1,0,-,-,1,0,0,0,0,0,0,0,1,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E202800,,"uaddlp,                                                 ","//		uaddlp,                                                 	/* 0x2E202800	UADDLP    	 */","//		0x2E202800,	/* UADDLP    	uaddlp	 */"
885,//,,,USQADD,v,Vector,,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,0,0,0,0,0,0,0,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E203800,,"vusqaddVector,                                          ","//		vusqaddVector,                                          	/* 0x2E203800	USQADD    	 */","//		0x2E203800,	/* USQADD    	vusqaddVector	 */"
886,//,,,CLZ,,vector,vector,,,,0,Q,1,0,1,1,1,0,-,-,1,0,0,0,0,0,0,1,0,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E204800,,"clzvector,                                              ","//		clzvector,                                              	/* 0x2E204800	CLZ       	 */","//		0x2E204800,	/* CLZ       	clzvector	 */"
887,//,,,UADALP,,,,,,,0,Q,1,0,1,1,1,0,-,-,1,0,0,0,0,0,0,1,1,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E206800,,"uadalp,                                                 ","//		uadalp,                                                 	/* 0x2E206800	UADALP    	 */","//		0x2E206800,	/* UADALP    	uadalp	 */"
888,//,,,SQNEG,v,Vector,,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,0,0,0,0,0,0,1,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E207800,,"vsqnegVector,                                           ","//		vsqnegVector,                                           	/* 0x2E207800	SQNEG     	 */","//		0x2E207800,	/* SQNEG     	vsqnegVector	 */"
889,//,,,CMGE,v,zero_Vector,zero,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,0,0,0,0,0,1,0,0,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E208800,,"vcmgezero_Vector,                                       ","//		vcmgezero_Vector,                                       	/* 0x2E208800	CMGE      	 */","//		0x2E208800,	/* CMGE      	vcmgezero_Vector	 */"
890,//,,,CMLE,v,zero_Vector,zero,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,0,0,0,0,0,1,0,0,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E209800,,"vcmlezero_Vector,                                       ","//		vcmlezero_Vector,                                       	/* 0x2E209800	CMLE      	 */","//		0x2E209800,	/* CMLE      	vcmlezero_Vector	 */"
891,//,,,NEG,v,vector_Vector,vector,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,0,0,0,0,0,1,0,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E20B800,,"vnegvector_Vector,                                      ","//		vnegvector_Vector,                                      	/* 0x2E20B800	NEG       	 */","//		0x2E20B800,	/* NEG       	vnegvector_Vector	 */"
892,//,,,SQXTUN,v,Vector,,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,0,0,0,0,1,0,0,1,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E212800,,"vsqxtunVector,                                          ","//		vsqxtunVector,                                          	/* 0x2E212800	SQXTUN    	 */","//		0x2E212800,	/* SQXTUN    	vsqxtunVector	 */"
893,//,,,SQXTUN2,v,Vector,,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,0,0,0,0,1,0,0,1,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E212800,,"vsqxtun2Vector,                                         ","//		vsqxtun2Vector,                                         	/* 0x2E212800	SQXTUN2   	 */","//		0x2E212800,	/* SQXTUN2   	vsqxtun2Vector	 */"
894,//,,,SHLL,,,,,,,0,Q,1,0,1,1,1,0,-,-,1,0,0,0,0,1,0,0,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E213800,,"shll,                                                   ","//		shll,                                                   	/* 0x2E213800	SHLL      	 */","//		0x2E213800,	/* SHLL      	shll	 */"
895,//,,,SHLL2,,,,,,,0,Q,1,0,1,1,1,0,-,-,1,0,0,0,0,1,0,0,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E213800,,"shll2,                                                  ","//		shll2,                                                  	/* 0x2E213800	SHLL2     	 */","//		0x2E213800,	/* SHLL2     	shll2	 */"
896,//,,,UQXTN,v,Vector,,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,0,0,0,0,1,0,1,0,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E214800,,"vuqxtnVector,                                           ","//		vuqxtnVector,                                           	/* 0x2E214800	UQXTN     	 */","//		0x2E214800,	/* UQXTN     	vuqxtnVector	 */"
897,//,,,UQXTN2,v,Vector,,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,0,0,0,0,1,0,1,0,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E214800,,"vuqxtn2Vector,                                          ","//		vuqxtn2Vector,                                          	/* 0x2E214800	UQXTN2    	 */","//		0x2E214800,	/* UQXTN2    	vuqxtn2Vector	 */"
898,//,,,FCVTXN,v,Vector,,Vector,,,0,Q,1,0,1,1,1,0,0,-,1,0,0,0,0,1,0,1,1,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E216800,,"vfcvtxnVector,                                          ","//		vfcvtxnVector,                                          	/* 0x2E216800	FCVTXN    	 */","//		0x2E216800,	/* FCVTXN    	vfcvtxnVector	 */"
899,//,,,FCVTXN2,v,Vector,,Vector,,,0,Q,1,0,1,1,1,0,0,-,1,0,0,0,0,1,0,1,1,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E216800,,"vfcvtxn2Vector,                                         ","//		vfcvtxn2Vector,                                         	/* 0x2E216800	FCVTXN2   	 */","//		0x2E216800,	/* FCVTXN2   	vfcvtxn2Vector	 */"
900,//,,,FRINTA,,vector,vector,,,,0,Q,1,0,1,1,1,0,0,-,1,0,0,0,0,1,1,0,0,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E218800,,"frintavector,                                           ","//		frintavector,                                           	/* 0x2E218800	FRINTA    	 */","//		0x2E218800,	/* FRINTA    	frintavector	 */"
901,//,,,FRINTX,,vector,vector,,,,0,Q,1,0,1,1,1,0,0,-,1,0,0,0,0,1,1,0,0,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E219800,,"frintxvector,                                           ","//		frintxvector,                                           	/* 0x2E219800	FRINTX    	 */","//		0x2E219800,	/* FRINTX    	frintxvector	 */"
902,//,,,FCVTNU,v,vector_Vector,vector,Vector,,,0,Q,1,0,1,1,1,0,0,-,1,0,0,0,0,1,1,0,1,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E21A800,,"vfcvtnuvector_Vector,                                   ","//		vfcvtnuvector_Vector,                                   	/* 0x2E21A800	FCVTNU    	 */","//		0x2E21A800,	/* FCVTNU    	vfcvtnuvector_Vector	 */"
903,//,,,FCVTMU,v,vector_Vector,vector,Vector,,,0,Q,1,0,1,1,1,0,0,-,1,0,0,0,0,1,1,0,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E21B800,,"vfcvtmuvector_Vector,                                   ","//		vfcvtmuvector_Vector,                                   	/* 0x2E21B800	FCVTMU    	 */","//		0x2E21B800,	/* FCVTMU    	vfcvtmuvector_Vector	 */"
904,//,,,FCVTAU,v,vector_Vector,vector,Vector,,,0,Q,1,0,1,1,1,0,0,-,1,0,0,0,0,1,1,1,0,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E21C800,,"vfcvtauvector_Vector,                                   ","//		vfcvtauvector_Vector,                                   	/* 0x2E21C800	FCVTAU    	 */","//		0x2E21C800,	/* FCVTAU    	vfcvtauvector_Vector	 */"
905,//,,,UCVTF,v,vector_integer_Vector,vector_integer,Vector,,,0,Q,1,0,1,1,1,0,0,-,1,0,0,0,0,1,1,1,0,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E21D800,,"vucvtfvector_integer_Vector,                            ","//		vucvtfvector_integer_Vector,                            	/* 0x2E21D800	UCVTF     	 */","//		0x2E21D800,	/* UCVTF     	vucvtfvector_integer_Vector	 */"
906,//,,,NOT,,,,,,,0,Q,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E205800,,"not,                                                    ","//		not,                                                    	/* 0x2E205800	NOT       	 */","//		0x2E205800,	/* NOT       	not	 */"
907,//,,,RBIT,,vector,vector,,,,0,Q,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E605800,,"rbitvector,                                             ","//		rbitvector,                                             	/* 0x2E605800	RBIT      	 */","//		0x2E605800,	/* RBIT      	rbitvector	 */"
908,//,,,FCMGE,v,zero_Vector,zero,Vector,,,0,Q,1,0,1,1,1,0,1,-,1,0,0,0,0,0,1,1,0,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2EA0C800,,"vfcmgezero_Vector,                                      ","//		vfcmgezero_Vector,                                      	/* 0x2EA0C800	FCMGE     	 */","//		0x2EA0C800,	/* FCMGE     	vfcmgezero_Vector	 */"
909,//,,,FCMLE,v,zero_Vector,zero,Vector,,,0,Q,1,0,1,1,1,0,1,-,1,0,0,0,0,0,1,1,0,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2EA0D800,,"vfcmlezero_Vector,                                      ","//		vfcmlezero_Vector,                                      	/* 0x2EA0D800	FCMLE     	 */","//		0x2EA0D800,	/* FCMLE     	vfcmlezero_Vector	 */"
910,//,,,FNEG,,vector,vector,,,,0,Q,1,0,1,1,1,0,1,-,1,0,0,0,0,0,1,1,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2EA0F800,,"fnegvector,                                             ","//		fnegvector,                                             	/* 0x2EA0F800	FNEG      	 */","//		0x2EA0F800,	/* FNEG      	fnegvector	 */"
911,//,,,FRINTI,,vector,vector,,,,0,Q,1,0,1,1,1,0,1,-,1,0,0,0,0,1,1,0,0,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2EA19800,,"frintivector,                                           ","//		frintivector,                                           	/* 0x2EA19800	FRINTI    	 */","//		0x2EA19800,	/* FRINTI    	frintivector	 */"
912,//,,,FCVTPU,v,vector_Vector,vector,Vector,,,0,Q,1,0,1,1,1,0,1,-,1,0,0,0,0,1,1,0,1,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2EA1A800,,"vfcvtpuvector_Vector,                                   ","//		vfcvtpuvector_Vector,                                   	/* 0x2EA1A800	FCVTPU    	 */","//		0x2EA1A800,	/* FCVTPU    	vfcvtpuvector_Vector	 */"
913,//,,,FCVTZU,v,vector_integer_Vector,vector_integer,Vector,,,0,Q,1,0,1,1,1,0,1,-,1,0,0,0,0,1,1,0,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2EA1B800,,"vfcvtzuvector_integer_Vector,                           ","//		vfcvtzuvector_integer_Vector,                           	/* 0x2EA1B800	FCVTZU    	 */","//		0x2EA1B800,	/* FCVTZU    	vfcvtzuvector_integer_Vector	 */"
914,//,,,URSQRTE,,,,,,,0,Q,1,0,1,1,1,0,1,-,1,0,0,0,0,1,1,1,0,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2EA1C800,,"ursqrte,                                                ","//		ursqrte,                                                	/* 0x2EA1C800	URSQRTE   	 */","//		0x2EA1C800,	/* URSQRTE   	ursqrte	 */"
915,//,,,FRSQRTE,v,Vector,,Vector,,,0,Q,1,0,1,1,1,0,1,-,1,0,0,0,0,1,1,1,0,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2EA1D800,,"vfrsqrteVector,                                         ","//		vfrsqrteVector,                                         	/* 0x2EA1D800	FRSQRTE   	 */","//		0x2EA1D800,	/* FRSQRTE   	vfrsqrteVector	 */"
916,//,,,FSQRT,,vector,vector,,,,0,Q,1,0,1,1,1,0,1,-,1,0,0,0,0,1,1,1,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2EA1F800,,"fsqrtvector,                                            ","//		fsqrtvector,                                            	/* 0x2EA1F800	FSQRT     	 */","//		0x2EA1F800,	/* FSQRT     	fsqrtvector	 */"
917,//,,AdvSIMD across lanes,,,,,,,,0,Q,U,0,1,1,1,0,size,,1,1,0,0,0,opcode,,,,,1,0,Rn,,,,,Rd,,,,,,,,,,,	/* AdvSIMD across lanes */,	/* AdvSIMD across lanes */
918,//,,,SADDLV,,,,,,,0,Q,0,0,1,1,1,0,-,-,1,1,0,0,0,0,0,0,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0E303800,,"saddlv,                                                 ","//		saddlv,                                                 	/* 0x0E303800	SADDLV    	 */","//		0x0E303800,	/* SADDLV    	saddlv	 */"
919,//,,,SMAXV,,,,,,,0,Q,0,0,1,1,1,0,-,-,1,1,0,0,0,0,1,0,1,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0E30A800,,"smaxv,                                                  ","//		smaxv,                                                  	/* 0x0E30A800	SMAXV     	 */","//		0x0E30A800,	/* SMAXV     	smaxv	 */"
920,//,,,SMINV,,,,,,,0,Q,0,0,1,1,1,0,-,-,1,1,0,0,0,1,1,0,1,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0E31A800,,"sminv,                                                  ","//		sminv,                                                  	/* 0x0E31A800	SMINV     	 */","//		0x0E31A800,	/* SMINV     	sminv	 */"
921,//,,,ADDV,,,,,,,0,Q,0,0,1,1,1,0,-,-,1,1,0,0,0,1,1,0,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x0E31B800,,"addv,                                                   ","//		addv,                                                   	/* 0x0E31B800	ADDV      	 */","//		0x0E31B800,	/* ADDV      	addv	 */"
922,//,,,UADDLV,,,,,,,0,Q,1,0,1,1,1,0,-,-,1,1,0,0,0,0,0,0,1,1,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E303800,,"uaddlv,                                                 ","//		uaddlv,                                                 	/* 0x2E303800	UADDLV    	 */","//		0x2E303800,	/* UADDLV    	uaddlv	 */"
923,//,,,UMAXV,,,,,,,0,Q,1,0,1,1,1,0,-,-,1,1,0,0,0,0,1,0,1,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E30A800,,"umaxv,                                                  ","//		umaxv,                                                  	/* 0x2E30A800	UMAXV     	 */","//		0x2E30A800,	/* UMAXV     	umaxv	 */"
924,//,,,UMINV,,,,,,,0,Q,1,0,1,1,1,0,-,-,1,1,0,0,0,1,1,0,1,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E31A800,,"uminv,                                                  ","//		uminv,                                                  	/* 0x2E31A800	UMINV     	 */","//		0x2E31A800,	/* UMINV     	uminv	 */"
925,//,,,FMAXNMV,,,,,,,0,Q,1,0,1,1,1,0,0,-,1,1,0,0,0,0,1,1,0,0,1,0,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x2E30C800,,"fmaxnmv,                                                ","//		fmaxnmv,                                                	/* 0x2E30C800	FMAXNMV   	 */","//		0x2E30C800,	/* FMAXNMV   	fmaxnmv	 */"
